Algorithm,Station Name,Longitude,Latitude,Satellite,Temporal Spatial Combination,Correlation Coefficient
Dark Target,La Jolla,-117.251,32.868,Aqua,Nearest - 25 Pixels,0.65356
Dark Target,La Jolla,-117.251,32.868,Aqua,15 min - Nearest,0.75412
Dark Target,La Jolla,-117.251,32.868,Aqua,15 min - 9 Pixels,0.6691
Dark Target,La Jolla,-117.251,32.868,Aqua,15 min - 25 Pixels,0.63729
Dark Target,La Jolla,-117.251,32.868,Aqua,90 min - Nearest,0.77309
Dark Target,La Jolla,-117.251,32.868,Aqua,90 min - 9 Pixels,0.59543
Dark Target,La Jolla,-117.251,32.868,Aqua,90 min - 25 Pixels,0.58825
Dark Target,La Jolla,-117.251,32.868,Terra,Nearest - Nearest,0.43076
Dark Target,La Jolla,-117.251,32.868,Terra,Nearest - 9 Pixels,0.71672
Dark Target,La Jolla,-117.251,32.868,Terra,Nearest - 25 Pixels,0.63015
Dark Target,La Jolla,-117.251,32.868,Terra,15 min - Nearest,0.56254
Dark Target,La Jolla,-117.251,32.868,Terra,15 min - 9 Pixels,0.72032
Dark Target,La Jolla,-117.251,32.868,Terra,15 min - 25 Pixels,0.63094
Dark Target,La Jolla,-117.251,32.868,Terra,90 min - Nearest,0.54479
Dark Target,La Jolla,-117.251,32.868,Terra,90 min - 9 Pixels,0.74031
Dark Target,La Jolla,-117.251,32.868,Terra,90 min - 25 Pixels,0.64651
Dark Target,Maricopa,-111.972,33.069,Aqua,Nearest - Nearest,0.13142
Dark Target,Maricopa,-111.972,33.069,Aqua,Nearest - 9 Pixels,0.71207
Dark Target,Maricopa,-111.972,33.069,Aqua,Nearest - 25 Pixels,0.61019
Dark Target,Maricopa,-111.972,33.069,Aqua,15 min - Nearest,0.14207
Dark Target,Maricopa,-111.972,33.069,Aqua,15 min - 9 Pixels,0.70031
Dark Target,Maricopa,-111.972,33.069,Aqua,15 min - 25 Pixels,0.59386
Dark Target,Maricopa,-111.972,33.069,Aqua,90 min - Nearest,0.029704
Dark Target,Maricopa,-111.972,33.069,Aqua,90 min - 9 Pixels,0.66626
Dark Target,Maricopa,-111.972,33.069,Aqua,90 min - 25 Pixels,0.58981
Dark Target,Maricopa,-111.972,33.069,Terra,Nearest - Nearest,0.90157
Dark Target,Maricopa,-111.972,33.069,Terra,Nearest - 9 Pixels,0.66862
Dark Target,Maricopa,-111.972,33.069,Terra,Nearest - 25 Pixels,0.57255
Dark Target,Maricopa,-111.972,33.069,Terra,15 min - Nearest,0.89833
Dark Target,Maricopa,-111.972,33.069,Terra,15 min - 9 Pixels,0.67376
Dark Target,Maricopa,-111.972,33.069,Terra,15 min - 25 Pixels,0.58107
Dark Target,Maricopa,-111.972,33.069,Terra,90 min - Nearest,0.89852
Dark Target,Maricopa,-111.972,33.069,Terra,90 min - 9 Pixels,0.67418
Dark Target,Maricopa,-111.972,33.069,Terra,90 min - 25 Pixels,0.56854
Dark Target,Missoula,-114.083,46.917,Aqua,Nearest - Nearest,0.96047
Dark Target,Missoula,-114.083,46.917,Aqua,Nearest - 9 Pixels,0.94725
Dark Target,Missoula,-114.083,46.917,Aqua,Nearest - 25 Pixels,0.9102
Dark Target,Missoula,-114.083,46.917,Aqua,15 min - Nearest,0.95683
Dark Target,Missoula,-114.083,46.917,Aqua,15 min - 9 Pixels,0.94184
Dark Target,Missoula,-114.083,46.917,Aqua,15 min - 25 Pixels,0.8952
Dark Target,Missoula,-114.083,46.917,Aqua,90 min - Nearest,0.94724
Dark Target,Missoula,-114.083,46.917,Aqua,90 min - 9 Pixels,0.91935
Dark Target,Missoula,-114.083,46.917,Aqua,90 min - 25 Pixels,0.87212
Dark Target,Missoula,-114.083,46.917,Terra,Nearest - Nearest,0.95063
Dark Target,Missoula,-114.083,46.917,Terra,Nearest - 9 Pixels,0.95214
Dark Target,Missoula,-114.083,46.917,Terra,Nearest - 25 Pixels,0.9135
Dark Target,Missoula,-114.083,46.917,Terra,15 min - Nearest,0.95207
Dark Target,Missoula,-114.083,46.917,Terra,15 min - 9 Pixels,0.93381
Dark Target,Missoula,-114.083,46.917,Terra,15 min - 25 Pixels,0.89553
Dark Target,Missoula,-114.083,46.917,Terra,90 min - Nearest,0.94643
Dark Target,Missoula,-114.083,46.917,Terra,90 min - 9 Pixels,0.94038
Dark Target,Missoula,-114.083,46.917,Terra,90 min - 25 Pixels,0.91172
Dark Target,Monterey,-121.855,36.593,Aqua,Nearest - Nearest,0.89711
Dark Target,Monterey,-121.855,36.593,Aqua,Nearest - 9 Pixels,0.81856
Dark Target,Monterey,-121.855,36.593,Aqua,Nearest - 25 Pixels,0.79129
Dark Target,Monterey,-121.855,36.593,Aqua,15 min - Nearest,0.8951
Dark Target,Monterey,-121.855,36.593,Aqua,15 min - 9 Pixels,0.80028
Dark Target,Monterey,-121.855,36.593,Aqua,15 min - 25 Pixels,0.59017
Dark Target,Monterey,-121.855,36.593,Aqua,90 min - Nearest,0.89964
Dark Target,Monterey,-121.855,36.593,Aqua,90 min - 9 Pixels,0.7056
Dark Target,Monterey,-121.855,36.593,Aqua,90 min - 25 Pixels,0.64308
Dark Target,Monterey,-121.855,36.593,Terra,Nearest - Nearest,0.85726
Dark Target,Monterey,-121.855,36.593,Terra,Nearest - 9 Pixels,0.81565
Dark Target,Monterey,-121.855,36.593,Terra,Nearest - 25 Pixels,0.58119
Dark Target,Monterey,-121.855,36.593,Terra,15 min - Nearest,0.85342
Dark Target,Monterey,-121.855,36.593,Terra,15 min - 9 Pixels,0.817
Dark Target,Monterey,-121.855,36.593,Terra,15 min - 25 Pixels,0.58173
Dark Target,Monterey,-121.855,36.593,Terra,90 min - Nearest,0.82298
Dark Target,Monterey,-121.855,36.593,Terra,90 min - 9 Pixels,0.67479
Dark Target,Monterey,-121.855,36.593,Terra,90 min - 25 Pixels,0.59587
Dark Target,Railroad Valley,-115.691,38.497,Aqua,Nearest - Nearest,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,Nearest - 9 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,Nearest - 25 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,15 min - Nearest,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,15 min - 9 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,15 min - 25 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,90 min - Nearest,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,90 min - 9 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Aqua,90 min - 25 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,Nearest - Nearest,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,Nearest - 9 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,Nearest - 25 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,15 min - Nearest,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,15 min - 9 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,15 min - 25 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,90 min - Nearest,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,90 min - 9 Pixels,NA
Dark Target,Railroad Valley,-115.691,38.497,Terra,90 min - 25 Pixels,NA
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,Nearest - Nearest,0.89647
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,Nearest - 9 Pixels,0.61162
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,Nearest - 25 Pixels,0.74928
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,15 min - Nearest,0.88499
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,15 min - 9 Pixels,0.6624
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,15 min - 25 Pixels,0.76199
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,90 min - Nearest,0.87202
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,90 min - 9 Pixels,0.80856
Dark Target,Red Mountain Pass,-107.711,37.907,Aqua,90 min - 25 Pixels,0.81344
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,Nearest - Nearest,0.80895
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,Nearest - 9 Pixels,0.66751
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,Nearest - 25 Pixels,0.71711
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,15 min - Nearest,0.81764
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,15 min - 9 Pixels,0.69354
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,15 min - 25 Pixels,0.70955
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,90 min - Nearest,0.86098
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,90 min - 9 Pixels,0.75703
Dark Target,Red Mountain Pass,-107.711,37.907,Terra,90 min - 25 Pixels,0.75255
Dark Target,Rimrock,-116.992,46.487,Aqua,Nearest - Nearest,0.82524
Dark Target,Rimrock,-116.992,46.487,Aqua,Nearest - 9 Pixels,0.81176
Dark Target,Rimrock,-116.992,46.487,Aqua,Nearest - 25 Pixels,0.80924
Dark Target,Rimrock,-116.992,46.487,Aqua,15 min - Nearest,0.78256
Dark Target,Rimrock,-116.992,46.487,Aqua,15 min - 9 Pixels,0.80048
Dark Target,Rimrock,-116.992,46.487,Aqua,15 min - 25 Pixels,0.7922
Dark Target,Rimrock,-116.992,46.487,Aqua,90 min - Nearest,0.7184
Dark Target,Rimrock,-116.992,46.487,Aqua,90 min - 9 Pixels,0.81274
Dark Target,Rimrock,-116.992,46.487,Aqua,90 min - 25 Pixels,0.81129
Dark Target,Rimrock,-116.992,46.487,Terra,Nearest - Nearest,0.80977
Dark Target,Rimrock,-116.992,46.487,Terra,Nearest - 9 Pixels,0.89132
Dark Target,Rimrock,-116.992,46.487,Terra,Nearest - 25 Pixels,0.75925
Dark Target,Rimrock,-116.992,46.487,Terra,15 min - Nearest,0.81097
Dark Target,Rimrock,-116.992,46.487,Terra,15 min - 9 Pixels,0.89316
Dark Target,Rimrock,-116.992,46.487,Terra,15 min - 25 Pixels,0.74949
Dark Target,Rimrock,-116.992,46.487,Terra,90 min - Nearest,0.80622
Dark Target,Rimrock,-116.992,46.487,Terra,90 min - 9 Pixels,0.88035
Dark Target,Rimrock,-116.992,46.487,Terra,90 min - 25 Pixels,0.77424
Dark Target,Sevilleta,-106.885,34.355,Aqua,Nearest - Nearest,0.59892
Dark Target,Sevilleta,-106.885,34.355,Aqua,Nearest - 9 Pixels,0.64875
Dark Target,Sevilleta,-106.885,34.355,Aqua,Nearest - 25 Pixels,0.532
Dark Target,Sevilleta,-106.885,34.355,Aqua,15 min - Nearest,0.61297
Dark Target,Sevilleta,-106.885,34.355,Aqua,15 min - 9 Pixels,0.64429
Dark Target,Sevilleta,-106.885,34.355,Aqua,15 min - 25 Pixels,0.53654
Dark Target,Sevilleta,-106.885,34.355,Aqua,90 min - Nearest,0.67831
Dark Target,Sevilleta,-106.885,34.355,Aqua,90 min - 9 Pixels,0.62039
Dark Target,Sevilleta,-106.885,34.355,Aqua,90 min - 25 Pixels,0.53454
Dark Target,Sevilleta,-106.885,34.355,Terra,Nearest - Nearest,0.53562
Dark Target,Sevilleta,-106.885,34.355,Terra,Nearest - 9 Pixels,0.40916
Dark Target,Sevilleta,-106.885,34.355,Terra,Nearest - 25 Pixels,0.49465
Dark Target,Sevilleta,-106.885,34.355,Terra,15 min - Nearest,0.53704
Dark Target,Sevilleta,-106.885,34.355,Terra,15 min - 9 Pixels,0.42066
Dark Target,Sevilleta,-106.885,34.355,Terra,15 min - 25 Pixels,0.49544
Dark Target,Sevilleta,-106.885,34.355,Terra,90 min - Nearest,0.56644
Dark Target,Sevilleta,-106.885,34.355,Terra,90 min - 9 Pixels,0.42454
Dark Target,Sevilleta,-106.885,34.355,Terra,90 min - 25 Pixels,0.48941
Dark Target,Sioux Falls,-96.626,43.736,Aqua,Nearest - Nearest,0.85489
Dark Target,Sioux Falls,-96.626,43.736,Aqua,Nearest - 9 Pixels,0.86632
Dark Target,Sioux Falls,-96.626,43.736,Aqua,Nearest - 25 Pixels,0.87071
Dark Target,Sioux Falls,-96.626,43.736,Aqua,15 min - Nearest,0.86908
Dark Target,Sioux Falls,-96.626,43.736,Aqua,15 min - 9 Pixels,0.86993
Dark Target,Sioux Falls,-96.626,43.736,Aqua,15 min - 25 Pixels,0.87228
Dark Target,Sioux Falls,-96.626,43.736,Aqua,90 min - Nearest,0.94978
Dark Target,Sioux Falls,-96.626,43.736,Aqua,90 min - 9 Pixels,0.92719
Dark Target,Sioux Falls,-96.626,43.736,Aqua,90 min - 25 Pixels,0.93006
Dark Target,Sioux Falls,-96.626,43.736,Terra,Nearest - Nearest,0.9298
Dark Target,Sioux Falls,-96.626,43.736,Terra,Nearest - 9 Pixels,0.92571
Dark Target,Sioux Falls,-96.626,43.736,Terra,Nearest - 25 Pixels,0.90806
Dark Target,Sioux Falls,-96.626,43.736,Terra,15 min - Nearest,0.93113
Dark Target,Sioux Falls,-96.626,43.736,Terra,15 min - 9 Pixels,0.93008
Dark Target,Sioux Falls,-96.626,43.736,Terra,15 min - 25 Pixels,0.91195
Dark Target,Sioux Falls,-96.626,43.736,Terra,90 min - Nearest,0.92743
Dark Target,Sioux Falls,-96.626,43.736,Terra,90 min - 9 Pixels,0.90774
Dark Target,Sioux Falls,-96.626,43.736,Terra,90 min - 25 Pixels,0.88314
Dark Target,Table Mountain,-105.237,40.125,Aqua,Nearest - Nearest,0.91945
Dark Target,Table Mountain,-105.237,40.125,Aqua,Nearest - 9 Pixels,0.90741
Dark Target,Table Mountain,-105.237,40.125,Aqua,Nearest - 25 Pixels,0.88054
Dark Target,Table Mountain,-105.237,40.125,Aqua,15 min - Nearest,0.91892
Dark Target,Table Mountain,-105.237,40.125,Aqua,15 min - 9 Pixels,0.90168
Dark Target,Table Mountain,-105.237,40.125,Aqua,15 min - 25 Pixels,0.87532
Dark Target,Table Mountain,-105.237,40.125,Aqua,90 min - Nearest,0.9292
Dark Target,Table Mountain,-105.237,40.125,Aqua,90 min - 9 Pixels,0.88489
Dark Target,Table Mountain,-105.237,40.125,Aqua,90 min - 25 Pixels,0.84844
Dark Target,Table Mountain,-105.237,40.125,Terra,Nearest - Nearest,0.91495
Dark Target,Table Mountain,-105.237,40.125,Terra,Nearest - 9 Pixels,0.89823
Dark Target,Table Mountain,-105.237,40.125,Terra,Nearest - 25 Pixels,0.89577
Dark Target,Table Mountain,-105.237,40.125,Terra,15 min - Nearest,0.912
Dark Target,Table Mountain,-105.237,40.125,Terra,15 min - 9 Pixels,0.89417
Dark Target,Table Mountain,-105.237,40.125,Terra,15 min - 25 Pixels,0.89218
Dark Target,Table Mountain,-105.237,40.125,Terra,90 min - Nearest,0.90201
Dark Target,Table Mountain,-105.237,40.125,Terra,90 min - 9 Pixels,0.85198
Dark Target,Table Mountain,-105.237,40.125,Terra,90 min - 25 Pixels,0.86267
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,Nearest - Nearest,0.55701
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,Nearest - 9 Pixels,0.53559
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,Nearest - 25 Pixels,0.61644
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,15 min - Nearest,0.56065
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,15 min - 9 Pixels,0.54776
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,15 min - 25 Pixels,0.62175
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,90 min - Nearest,0.60024
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,90 min - 9 Pixels,0.51818
Dark Target,TABLE Mountain CA,-117.68,34.38,Aqua,90 min - 25 Pixels,0.60695
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,Nearest - Nearest,0.51224
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,Nearest - 9 Pixels,0.49424
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,Nearest - 25 Pixels,0.58807
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,15 min - Nearest,0.52222
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,15 min - 9 Pixels,0.49186
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,15 min - 25 Pixels,0.59033
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,90 min - Nearest,0.50635
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,90 min - 9 Pixels,0.48123
Dark Target,TABLE Mountain CA,-117.68,34.38,Terra,90 min - 25 Pixels,0.57259
Dark Target,Tucson,-110.953,32.233,Aqua,Nearest - Nearest,0.57034
Dark Target,Tucson,-110.953,32.233,Aqua,Nearest - 9 Pixels,0.34228
Dark Target,Tucson,-110.953,32.233,Aqua,Nearest - 25 Pixels,0.47751
Dark Target,Tucson,-110.953,32.233,Aqua,15 min - Nearest,0.49794
Dark Target,Tucson,-110.953,32.233,Aqua,15 min - 9 Pixels,0.35562
Dark Target,Tucson,-110.953,32.233,Aqua,15 min - 25 Pixels,0.49321
Dark Target,Tucson,-110.953,32.233,Aqua,90 min - Nearest,0.47117
Dark Target,Tucson,-110.953,32.233,Aqua,90 min - 9 Pixels,0.4269
Dark Target,Tucson,-110.953,32.233,Aqua,90 min - 25 Pixels,0.57551
Dark Target,Tucson,-110.953,32.233,Terra,Nearest - Nearest,0.11915
Dark Target,Tucson,-110.953,32.233,Terra,Nearest - 9 Pixels,0.16139
Dark Target,Tucson,-110.953,32.233,Terra,Nearest - 25 Pixels,0.24114
Dark Target,Tucson,-110.953,32.233,Terra,15 min - Nearest,0.11832
Dark Target,Tucson,-110.953,32.233,Terra,15 min - 9 Pixels,0.16304
Dark Target,Tucson,-110.953,32.233,Terra,15 min - 25 Pixels,0.25455
Dark Target,Tucson,-110.953,32.233,Terra,90 min - Nearest,0.17284
Dark Target,Tucson,-110.953,32.233,Terra,90 min - 9 Pixels,0.28794
Dark Target,Tucson,-110.953,32.233,Terra,90 min - 25 Pixels,0.38576
Dark Target,UCSB,-119.845,34.415,Aqua,Nearest - Nearest,0.75664
Dark Target,UCSB,-119.845,34.415,Aqua,Nearest - 9 Pixels,0.77595
Dark Target,UCSB,-119.845,34.415,Aqua,Nearest - 25 Pixels,0.77259
Dark Target,UCSB,-119.845,34.415,Aqua,15 min - Nearest,0.75243
Dark Target,UCSB,-119.845,34.415,Aqua,15 min - 9 Pixels,0.76663
Dark Target,UCSB,-119.845,34.415,Aqua,15 min - 25 Pixels,0.76345
Dark Target,UCSB,-119.845,34.415,Aqua,90 min - Nearest,0.71741
Dark Target,UCSB,-119.845,34.415,Aqua,90 min - 9 Pixels,0.51823
Dark Target,UCSB,-119.845,34.415,Aqua,90 min - 25 Pixels,0.50872
Dark Target,UCSB,-119.845,34.415,Terra,Nearest - Nearest,0.5896
Dark Target,UCSB,-119.845,34.415,Terra,Nearest - 9 Pixels,0.72871
Dark Target,UCSB,-119.845,34.415,Terra,Nearest - 25 Pixels,0.71656
Dark Target,UCSB,-119.845,34.415,Terra,15 min - Nearest,0.61532
Dark Target,UCSB,-119.845,34.415,Terra,15 min - 9 Pixels,0.72697
Dark Target,UCSB,-119.845,34.415,Terra,15 min - 25 Pixels,0.71461
Dark Target,UCSB,-119.845,34.415,Terra,90 min - Nearest,0.57819
Dark Target,UCSB,-119.845,34.415,Terra,90 min - 9 Pixels,0.6978
Dark Target,UCSB,-119.845,34.415,Terra,90 min - 25 Pixels,0.69277
Dark Target,Univ of Houston,-95.342,29.718,Aqua,Nearest - Nearest,0.95212
Dark Target,Univ of Houston,-95.342,29.718,Aqua,Nearest - 9 Pixels,0.88154
Dark Target,Univ of Houston,-95.342,29.718,Aqua,Nearest - 25 Pixels,0.85677
Dark Target,Univ of Houston,-95.342,29.718,Aqua,15 min - Nearest,0.9576
Dark Target,Univ of Houston,-95.342,29.718,Aqua,15 min - 9 Pixels,0.89381
Dark Target,Univ of Houston,-95.342,29.718,Aqua,15 min - 25 Pixels,0.86611
Dark Target,Univ of Houston,-95.342,29.718,Aqua,90 min - Nearest,0.95985
Dark Target,Univ of Houston,-95.342,29.718,Aqua,90 min - 9 Pixels,0.91902
Dark Target,Univ of Houston,-95.342,29.718,Aqua,90 min - 25 Pixels,0.87913
Dark Target,Univ of Houston,-95.342,29.718,Terra,Nearest - Nearest,0.95504
Dark Target,Univ of Houston,-95.342,29.718,Terra,Nearest - 9 Pixels,0.90762
Dark Target,Univ of Houston,-95.342,29.718,Terra,Nearest - 25 Pixels,0.88642
Dark Target,Univ of Houston,-95.342,29.718,Terra,15 min - Nearest,0.96013
Dark Target,Univ of Houston,-95.342,29.718,Terra,15 min - 9 Pixels,0.90867
Dark Target,Univ of Houston,-95.342,29.718,Terra,15 min - 25 Pixels,0.88899
Dark Target,Univ of Houston,-95.342,29.718,Terra,90 min - Nearest,0.94209
Dark Target,Univ of Houston,-95.342,29.718,Terra,90 min - 9 Pixels,0.91369
Dark Target,Univ of Houston,-95.342,29.718,Terra,90 min - 25 Pixels,0.88827
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,Nearest - Nearest,0.74661
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,Nearest - 9 Pixels,0.73807
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,Nearest - 25 Pixels,0.74023
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,15 min - Nearest,0.67843
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,15 min - 9 Pixels,0.74067
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,15 min - 25 Pixels,0.73816
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,90 min - Nearest,0.74637
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,90 min - 9 Pixels,0.73764
Dark Target,White Sands HELSTF,-106.338,32.635,Aqua,90 min - 25 Pixels,0.73137
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,Nearest - Nearest,0.093444
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,Nearest - 9 Pixels,0.56132
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,Nearest - 25 Pixels,0.57755
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,15 min - Nearest,0.312
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,15 min - 9 Pixels,0.58593
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,15 min - 25 Pixels,0.36418
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,90 min - Nearest,0.32799
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,90 min - 9 Pixels,0.52951
Dark Target,White Sands HELSTF,-106.338,32.635,Terra,90 min - 25 Pixels,0.38664
